Order ID,Date_Order_Placed,Time_Order_Placed,Purchase Address,Location,State Code,PinCode,OrderTotal,,,,,,,,,,,,,,,,,,
148219,1/15/2019,19:42,967 12th St, Seattle,WA,98101,$11.95,,,,,,,,,,,,,,,,,,
148220,1/30/2019,23:56,373 Wilson St, New York City,NY,10001,$14.95,,,,,,,,,,,,,,,,,,
148221,1/3/2019,8:22,590 Cedar St, San Francisco,CA,94016,$99.99,,,,,,,,,,,,,,,,,,
148222,1/22/2019,8:16,176 Willow St, Dallas,TX,75001,$150.00,,,,,,,,,,,,,,,,,,
148223,1/12/2019,11:17,374 Johnson St, San Francisco,CA,94016,$11.95,,,,,,,,,,,,,,,,,,
148224,1/30/2019,13:23,537 Sunset St, Atlanta,GA,30301,$99.99,,,,,,,,,,,,,,,,,,
148225,1/25/2019,14:30,577 Jackson St, San Francisco,CA,94016,$600.00,,,,,,,,,,,,,,,,,,
148226,1/31/2019,13:33,743 Hill St, Portland,OR,97035,$150.00,,,,,,,,,,,,,,,,,,
148227,1/4/2019,17:11,523 Church St, Los Angeles,CA,90001,$11.99,,,,,,,,,,,,,,,,,,
148228,1/26/2019,17:50,653 Hill St, Los Angeles,CA,90001,$379.99,,,,,,,,,,,,,,,,,,
148229,1/3/2019,18:22,810 Adams St, San Francisco,CA,94016,$150.00,,,,,,,,,,,,,,,,,,
148230,1/9/2019,4:34,861 14th St, Seattle,WA,98101,$11.95,,,,,,,,,,,,,,,,,,
148231,1/15/2019,20:43,204 2nd St, Boston,MA,2215,$700.00,,,,,,,,,,,,,,,,,,
148232,1/21/2019,12:42,209 Madison St, Boston,MA,2215,$99.99,,,,,,,,,,,,,,,,,,
148233,1/8/2019,17:59,217 West St, Boston,MA,2215,$3.84,,,,,,,,,,,,,,,,,,
148234,1/21/2019,18:16,787 Sunset St, Boston,MA,2215,$11.99,,,,,,,,,,,,,,,,,,
148235,1/23/2019,21:37,983 11th St, Los Angeles,CA,90001,$2.99,,,,,,,,,,,,,,,,,,
148236,1/30/2019,19:06,962 2nd St, Atlanta,GA,30301,$99.99,,,,,,,,,,,,,,,,,,
148237,1/14/2019,7:10,330 Lincoln St, Boston,MA,2215,$999.99,,,,,,,,,,,,,,,,,,
148238,1/15/2019,14:49,133 Jefferson St, Austin,TX,73301,$2.99,,,,,,,,,,,,,,,,,,
148239,1/15/2019,21:20,541 13th St, San Francisco,CA,94016,"$1,700.00",,,,,,,,,,,,,,,,,,
148240,1/20/2019,10:14,309 River St, Dallas,TX,75001,$2.99,,,,,,,,,,,,,,,,,,
148241,1/17/2019,16:24,40 Spruce St, Boston,MA,2215,$150.00,,,,,,,,,,,,,,,,,,
148242,1/13/2019,18:38,634 Elm St, San Francisco,CA,94016,$3.84,,,,,,,,,,,,,,,,,,
148243,1/18/2019,22:56,575 Chestnut St, Boston,MA,2215,$3.84,,,,,,,,,,,,,,,,,,
148244,1/6/2019,11:06,38 Pine St, Dallas,TX,75001,$99.99,,,,,,,,,,,,,,,,,,
148245,1/5/2019,20:26,307 North St, Los Angeles,CA,90001,$7.68,,,,,,,,,,,,,,,,,,
148246,1/1/2019,22:29,16 Adams St, Seattle,WA,98101,$3.84,,,,,,,,,,,,,,,,,,
148247,1/28/2019,19:28,422 Meadow St, Dallas,TX,75001,$3.84,,,,,,,,,,,,,,,,,,
148248,1/26/2019,12:09,52 North St, New York City,NY,10001,$379.99,,,,,,,,,,,,,,,,,,
148249,1/29/2019,13:28,906 Chestnut St, Los Angeles,CA,90001,$379.99,,,,,,,,,,,,,,,,,,
148250,1/16/2019,18:09,771 River St, San Francisco,CA,94016,$99.99,,,,,,,,,,,,,,,,,,
148251,1/24/2019,19:33,469 Center St, Atlanta,GA,30301,$149.99,,,,,,,,,,,,,,,,,,
148252,1/5/2019,23:57,770 9th St, San Francisco,CA,94016,$11.99,,,,,,,,,,,,,,,,,,
148253,1/11/2019,16:12,35 6th St, Los Angeles,CA,90001,$11.95,,,,,,,,,,,,,,,,,,
148254,1/22/2019,11:59,784 12th St, Portland,OR,97035,$611.95,,,,,,,,,,,,,,,,,,
148255,1/18/2019,22:23,509 Hill St, New York City,NY,10001,$14.95,,,,,,,,,,,,,,,,,,
148256,1/31/2019,16:30,403 Forest St, Atlanta,GA,30301,$3.84,,,,,,,,,,,,,,,,,,
148257,1/10/2019,16:59,819 13th St, Los Angeles,CA,90001,$14.95,,,,,,,,,,,,,,,,,,
148258,1/21/2019,16:25,787 11th St, San Francisco,CA,94016,$600.00,,,,,,,,,,,,,,,,,,
148259,1/24/2019,16:41,660 10th St, Portland,OR,97035,$2.99,,,,,,,,,,,,,,,,,,
148260,1/6/2019,16:45,494 Hill St, Austin,TX,73301,$149.99,,,,,,,,,,,,,,,,,,
148261,1/24/2019,10:21,356 Pine St, Boston,MA,2215,$2.99,,,,,,,,,,,,,,,,,,
148262,1/30/2019,20:59,198 Walnut St, San Francisco,CA,94016,$11.95,,,,,,,,,,,,,,,,,,
148263,1/14/2019,18:43,456 West St, New York City,NY,10001,$2.99,,,,,,,,,,,,,,,,,,
148264,1/2/2019,16:46,230 Johnson St, Atlanta,GA,30301,$2.99,,,,,,,,,,,,,,,,,,
148265,1/13/2019,13:16,451 Johnson St, Seattle,WA,98101,$99.99,,,,,,,,,,,,,,,,,,
148266,1/24/2019,15:12,927 Cedar St, New York City,NY,10001,$150.00,,,,,,,,,,,,,,,,,,
148267,1/24/2019,7:25,537 12th St, Los Angeles,CA,90001,$14.95,,,,,,,,,,,,,,,,,,
148268,1/28/2019,21:20,379 Sunset St, San Francisco,CA,94016,$379.99,,,,,,,,,,,,,,,,,,
148269,1/10/2019,21:14,320 Center St, Los Angeles,CA,90001,$150.00,,,,,,,,,,,,,,,,,,
148270,1/31/2019,11:06,284 South St, Los Angeles,CA,90001,$14.95,,,,,,,,,,,,,,,,,,
148271,1/7/2019,12:04,576 5th St, Atlanta,GA,30301,$2.99,,,,,,,,,,,,,,,,,,
148272,1/13/2019,12:43,594 9th St, Boston,MA,2215,$600.00,,,,,,,,,,,,,,,,,,
148273,1/15/2019,13:57,510 Lake St, Dallas,TX,75001,$379.99,,,,,,,,,,,,,,,,,,
148274,1/13/2019,22:41,218 10th St, San Francisco,CA,94016,$14.95,,,,,,,,,,,,,,,,,,
148275,1/2/2019,12:12,38 Cedar St, New York City,NY,10001,$124.94,,,,,,,,,,,,,,,,,,
148276,1/23/2019,10:15,291 Lincoln St, Portland,OR,97035,$600.00,,,,,,,,,,,,,,,,,,
148277,1/22/2019,16:00,54 Willow St, Dallas,TX,75001,$14.95,,,,,,,,,,,,,,,,,,
148278,1/18/2019,12:36,576 Walnut St, Austin,TX,73301,$5.98,,,,,,,,,,,,,,,,,,
148279,1/29/2019,11:31,812 Maple St, San Francisco,CA,94016,$150.00,,,,,,,,,,,,,,,,,,
148280,1/17/2019,12:59,415 Johnson St, Atlanta,GA,30301,$11.95,,,,,,,,,,,,,,,,,,
148281,1/26/2019,20:38,961 13th St, Los Angeles,CA,90001,$999.99,,,,,,,,,,,,,,,,,,
148282,1/13/2019,11:52,960 Forest St, Dallas,TX,75001,$600.00,,,,,,,,,,,,,,,,,,
148283,1/9/2019,18:48,864 North St, Boston,MA,2215,$11.99,,,,,,,,,,,,,,,,,,
148284,1/8/2019,8:27,719 10th St, San Francisco,CA,94016,$14.95,,,,,,,,,,,,,,,,,,
148285,1/21/2019,8:11,269 Park St, Portland,ME,4101,$7.68,,,,,,,,,,,,,,,,,,
148286,1/17/2019,18:41,587 Sunset St, Boston,MA,2215,$379.99,,,,,,,,,,,,,,,,,,
148287,1/1/2019,13:47,598 Washington St, Boston,MA,2215,$14.95,,,,,,,,,,,,,,,,,,
148288,1/13/2019,19:49,986 7th St, New York City,NY,10001,$2.99,,,,,,,,,,,,,,,,,,
148289,1/13/2019,12:25,880 Willow St, San Francisco,CA,94016,$11.99,,,,,,,,,,,,,,,,,,
148290,1/13/2019,9:45,536 Adams St, Los Angeles,CA,90001,$150.00,,,,,,,,,,,,,,,,,,
148291,1/21/2019,18:29,210 5th St, Austin,TX,73301,$389.99,,,,,,,,,,,,,,,,,,
148292,1/10/2019,18:51,950 Hickory St, New York City,NY,10001,$11.99,,,,,,,,,,,,,,,,,,
148293,1/12/2019,22:22,670 River St, Los Angeles,CA,90001,$149.99,,,,,,,,,,,,,,,,,,
148294,1/12/2019,12:35,665 7th St, New York City,NY,10001,$150.00,,,,,,,,,,,,,,,,,,
148295,1/13/2019,16:33,191 Chestnut St, Austin,TX,73301,$3.84,,,,,,,,,,,,,,,,,,
148296,1/8/2019,9:54,55 2nd St, San Francisco,CA,94016,$714.95,,,,,,,,,,,,,,,,,,
148297,1/9/2019,19:52,668 River St, Boston,MA,2215,$11.95,,,,,,,,,,,,,,,,,,
148298,1/5/2019,12:37,675 2nd St, Boston,MA,2215,$149.99,,,,,,,,,,,,,,,,,,
148299,1/14/2019,19:43,539 13th St, San Francisco,CA,94016,$99.99,,,,,,,,,,,,,,,,,,
148300,1/10/2019,15:40,464 Dogwood St, New York City,NY,10001,$11.96,,,,,,,,,,,,,,,,,,
148301,1/27/2019,22:37,457 2nd St, Boston,MA,2215,$7.68,,,,,,,,,,,,,,,,,,
148302,1/19/2019,13:27,866 Forest St, San Francisco,CA,94016,$11.99,,,,,,,,,,,,,,,,,,
148303,1/11/2019,20:01,455 Center St, San Francisco,CA,94016,$11.99,,,,,,,,,,,,,,,,,,
148304,1/10/2019,21:38,71 Lincoln St, Boston,MA,2215,$14.95,,,,,,,,,,,,,,,,,,
148305,1/20/2019,15:55,233 9th St, New York City,NY,10001,$11.99,,,,,,,,,,,,,,,,,,
148306,1/14/2019,20:09,101 6th St, Boston,MA,2215,$14.95,,,,,,,,,,,,,,,,,,
148307,1/18/2019,21:06,848 Jackson St, New York City,NY,10001,$99.99,,,,,,,,,,,,,,,,,,
148308,1/2/2019,20:18,871 Chestnut St, New York City,NY,10001,$600.00,,,,,,,,,,,,,,,,,,
148309,1/29/2019,14:54,418 Willow St, Dallas,TX,75001,$379.99,,,,,,,,,,,,,,,,,,
148310,1/12/2019,12:53,359 Lake St, Seattle,WA,98101,$99.99,,,,,,,,,,,,,,,,,,
148311,1/25/2019,9:12,968 Forest St, San Francisco,CA,94016,$149.99,,,,,,,,,,,,,,,,,,
148312,1/12/2019,19:58,171 6th St, Atlanta,GA,30301,$11.99,,,,,,,,,,,,,,,,,,
148313,1/27/2019,21:49,392 Hickory St, Los Angeles,CA,90001,$11.95,,,,,,,,,,,,,,,,,,
148314,1/4/2019,13:51,772 Lakeview St, Dallas,TX,75001,$300.00,,,,,,,,,,,,,,,,,,
148315,1/7/2019,20:57,438 Cherry St, Portland,ME,4101,$11.95,,,,,,,,,,,,,,,,,,
148316,1/17/2019,15:05,828 4th St, San Francisco,CA,94016,$14.95,,,,,,,,,,,,,,,,,,
148317,1/10/2019,21:45,933 Forest St, San Francisco,CA,94016,$700.00,,,,,,,,,,,,,,,,,,
148318,1/30/2019,7:21,159 1st St, Los Angeles,CA,90001,$14.95,,,,,,,,,,,,,,,,,,
148319,1/18/2019,13:57,561 Lake St, San Francisco,CA,94016,$11.95,,,,,,,,,,,,,,,,,,
148320,1/5/2019,10:13,277 2nd St, Atlanta,GA,30301,$149.99,,,,,,,,,,,,,,,,,,
148321,1/15/2019,8:11,440 River St, Dallas,TX,75001,$3.84,,,,,,,,,,,,,,,,,,
148322,1/9/2019,14:24,893 5th St, Los Angeles,CA,90001,$11.99,,,,,,,,,,,,,,,,,,
148323,1/10/2019,19:46,421 Johnson St, San Francisco,CA,94016,$11.95,,,,,,,,,,,,,,,,,,
148324,1/27/2019,22:42,955 9th St, San Francisco,CA,94016,$850.00,,,,,,,,,,,,,,,,,,
148325,1/20/2019,18:06,187 7th St, Atlanta,GA,30301,$150.00,,,,,,,,,,,,,,,,,,
148326,1/19/2019,12:00,135 North St, Atlanta,GA,30301,$150.00,,,,,,,,,,,,,,,,,,
148327,1/15/2019,18:39,61 Dogwood St, Seattle,WA,98101,$99.99,,,,,,,,,,,,,,,,,,
148328,1/24/2019,22:40,670 River St, Los Angeles,CA,90001,$150.00,,,,,,,,,,,,,,,,,,
148329,1/19/2019,20:38,15 Sunset St, New York City,NY,10001,$11.95,,,,,,,,,,,,,,,,,,
148330,1/7/2019,19:49,267 Lake St, Los Angeles,CA,90001,$3.84,,,,,,,,,,,,,,,,,,
148331,1/15/2019,11:44,761 Walnut St, San Francisco,CA,94016,$11.99,,,,,,,,,,,,,,,,,,
148332,1/3/2019,18:04,427 Main St, Austin,TX,73301,$14.95,,,,,,,,,,,,,,,,,,
148333,1/29/2019,21:52,296 Walnut St, San Francisco,CA,94016,$149.99,,,,,,,,,,,,,,,,,,
148334,1/3/2019,15:30,930 4th St, San Francisco,CA,94016,$600.00,,,,,,,,,,,,,,,,,,
148335,1/31/2019,16:48,696 Main St, Boston,MA,2215,$700.00,,,,,,,,,,,,,,,,,,
148336,1/24/2019,9:09,867 Main St, Los Angeles,CA,90001,$5.98,,,,,,,,,,,,,,,,,,
148337,1/2/2019,21:37,53 Madison St, Los Angeles,CA,90001,$150.00,,,,,,,,,,,,,,,,,,
148338,1/31/2019,20:22,811 Highland St, Boston,MA,2215,$11.99,,,,,,,,,,,,,,,,,,
148339,1/9/2019,17:14,845 Meadow St, Austin,TX,73301,$149.99,,,,,,,,,,,,,,,,,,
148340,1/8/2019,21:42,343 Hickory St, Boston,MA,2215,$99.99,,,,,,,,,,,,,,,,,,
148341,1/20/2019,18:32,935 North St, Los Angeles,CA,90001,$11.99,,,,,,,,,,,,,,,,,,
148342,1/18/2019,13:14,271 Lincoln St, Atlanta,GA,30301,$150.00,,,,,,,,,,,,,,,,,,
148343,1/4/2019,12:33,608 4th St, Dallas,TX,75001,$300.00,,,,,,,,,,,,,,,,,,
148344,1/30/2019,12:31,965 9th St, San Francisco,CA,94016,$700.00,,,,,,,,,,,,,,,,,,
148345,1/9/2019,15:53,533 South St, Los Angeles,CA,90001,$2.99,,,,,,,,,,,,,,,,,,
148346,1/30/2019,20:27,540 Walnut St, New York City,NY,10001,$11.95,,,,,,,,,,,,,,,,,,
148347,1/27/2019,23:55,424 North St, New York City,NY,10001,$11.99,,,,,,,,,,,,,,,,,,
148348,1/6/2019,14:20,283 Forest St, San Francisco,CA,94016,$2.99,,,,,,,,,,,,,,,,,,
148349,1/16/2019,14:39,401 Walnut St, Los Angeles,CA,90001,$2.99,,,,,,,,,,,,,,,,,,
148350,1/8/2019,10:04,364 Maple St, Dallas,TX,75001,$11.95,,,,,,,,,,,,,,,,,,
148351,1/12/2019,16:04,320 Highland St, New York City,NY,10001,$11.99,,,,,,,,,,,,,,,,,,
148352,1/11/2019,21:40,897 Willow St, New York City,NY,10001,$3.84,,,,,,,,,,,,,,,,,,
148353,1/7/2019,19:05,769 6th St, Los Angeles,CA,90001,$150.00,,,,,,,,,,,,,,,,,,
148354,1/19/2019,13:56,30 6th St, Seattle,WA,98101,$379.99,,,,,,,,,,,,,,,,,,
148355,1/13/2019,18:43,990 Cherry St, San Francisco,CA,94016,$99.99,,,,,,,,,,,,,,,,,,
148356,1/1/2019,15:27,482 14th St, Austin,TX,73301,$2.99,,,,,,,,,,,,,,,,,,
148357,1/19/2019,10:40,806 Cherry St, New York City,NY,10001,$3.84,,,,,,,,,,,,,,,,,,
148358,1/27/2019,9:08,117 Pine St, New York City,NY,10001,$11.95,,,,,,,,,,,,,,,,,,
148359,1/30/2019,23:57,856 Johnson St, Los Angeles,CA,90001,$999.99,,,,,,,,,,,,,,,,,,
148360,1/18/2019,13:09,417 Park St, San Francisco,CA,94016,$11.95,,,,,,,,,,,,,,,,,,
148361,1/12/2019,10:15,632 Hill St, San Francisco,CA,94016,$99.99,,,,,,,,,,,,,,,,,,
148362,1/8/2019,20:26,211 6th St, Seattle,WA,98101,$149.99,,,,,,,,,,,,,,,,,,
148363,1/9/2019,20:49,107 1st St, Boston,MA,2215,$149.99,,,,,,,,,,,,,,,,,,
148364,1/23/2019,9:32,25 South St, Los Angeles,CA,90001,$14.95,,,,,,,,,,,,,,,,,,
148365,1/2/2019,16:01,496 Church St, San Francisco,CA,94016,$700.00,,,,,,,,,,,,,,,,,,
148366,1/27/2019,11:15,277 Ridge St, Boston,MA,2215,$14.95,,,,,,,,,,,,,,,,,,
148367,1/16/2019,11:45,345 1st St, San Francisco,CA,94016,$379.99,,,,,,,,,,,,,,,,,,
148368,1/16/2019,1:56,896 8th St, San Francisco,CA,94016,$11.95,,,,,,,,,,,,,,,,,,
148369,1/10/2019,20:27,606 Hill St, New York City,NY,10001,$714.95,,,,,,,,,,,,,,,,,,
148370,1/27/2019,18:13,464 13th St, Boston,MA,2215,$700.00,,,,,,,,,,,,,,,,,,
148371,1/2/2019,13:20,123 10th St, Seattle,WA,98101,$14.95,,,,,,,,,,,,,,,,,,
148372,1/21/2019,15:13,118 Cedar St, Atlanta,GA,30301,$11.99,,,,,,,,,,,,,,,,,,
148373,1/27/2019,14:59,582 North St, Austin,TX,73301,$11.99,,,,,,,,,,,,,,,,,,
148374,1/20/2019,15:31,613 Willow St, Atlanta,GA,30301,$700.00,,,,,,,,,,,,,,,,,,
148375,1/4/2019,18:54,656 Sunset St, New York City,NY,10001,$2.99,,,,,,,,,,,,,,,,,,
148376,1/20/2019,17:27,141 Ridge St, Los Angeles,CA,90001,$11.95,,,,,,,,,,,,,,,,,,
148377,1/16/2019,12:36,7 5th St, New York City,NY,10001,$150.00,,,,,,,,,,,,,,,,,,
148378,1/26/2019,17:56,429 Adams St, Seattle,WA,98101,$150.00,,,,,,,,,,,,,,,,,,
148379,1/12/2019,0:30,729 Jackson St, Portland,OR,97035,$11.95,,,,,,,,,,,,,,,,,,
148380,1/25/2019,17:04,369 6th St, New York City,NY,10001,$999.99,,,,,,,,,,,,,,,,,,
148381,1/15/2019,9:50,232 2nd St, Dallas,TX,75001,$3.84,,,,,,,,,,,,,,,,,,
148382,1/13/2019,15:31,622 Lincoln St, San Francisco,CA,94016,$109.99,,,,,,,,,,,,,,,,,,
148383,1/19/2019,20:39,156 11th St, New York City,NY,10001,$11.99,,,,,,,,,,,,,,,,,,
148384,1/26/2019,16:09,619 South St, Atlanta,GA,30301,$11.95,,,,,,,,,,,,,,,,,,
148385,1/6/2019,9:42,238 Cedar St, Boston,MA,2215,$2.99,,,,,,,,,,,,,,,,,,
148386,1/11/2019,21:11,428 8th St, New York City,NY,10001,$400.00,,,,,,,,,,,,,,,,,,
148387,1/7/2019,21:12,115 Lake St, San Francisco,CA,94016,$99.99,,,,,,,,,,,,,,,,,,
148388,1/20/2019,18:55,652 Spruce St, Seattle,WA,98101,$700.00,,,,,,,,,,,,,,,,,,
148389,1/8/2019,11:20,510 Dogwood St, Portland,ME,4101,$11.95,,,,,,,,,,,,,,,,,,
148390,1/13/2019,20:59,114 Park St, New York City,NY,10001,$149.99,,,,,,,,,,,,,,,,,,
148391,1/5/2019,11:30,203 Main St, San Francisco,CA,94016,$3.84,,,,,,,,,,,,,,,,,,
148392,1/21/2019,17:10,310 Highland St, Atlanta,GA,30301,$11.95,,,,,,,,,,,,,,,,,,
148393,1/3/2019,11:32,580 6th St, Boston,MA,2215,"$1,700.00",,,,,,,,,,,,,,,,,,
148394,1/18/2019,14:43,148 Walnut St, Boston,MA,2215,$150.00,,,,,,,,,,,,,,,,,,
148395,1/8/2019,8:46,974 Cedar St, Boston,MA,2215,$99.99,,,,,,,,,,,,,,,,,,
148396,1/22/2019,21:07,363 9th St, San Francisco,CA,94016,$14.95,,,,,,,,,,,,,,,,,,
148397,1/2/2019,14:29,231 Madison St, Portland,ME,4101,$150.00,,,,,,,,,,,,,,,,,,
148398,1/28/2019,20:18,35 Forest St, Dallas,TX,75001,$14.95,,,,,,,,,,,,,,,,,,
148399,1/23/2019,11:04,815 South St, San Francisco,CA,94016,$99.99,,,,,,,,,,,,,,,,,,
148400,1/31/2019,13:44,248 Center St, Atlanta,GA,30301,$714.95,,,,,,,,,,,,,,,,,,
148401,1/4/2019,17:39,674 Dogwood St, Boston,MA,2215,$5.98,,,,,,,,,,,,,,,,,,
148402,1/29/2019,22:08,211 Jefferson St, New York City,NY,10001,$14.95,,,,,,,,,,,,,,,,,,
148403,1/9/2019,13:22,11 14th St, San Francisco,CA,94016,$150.00,,,,,,,,,,,,,,,,,,
148404,1/15/2019,9:29,742 Lake St, San Francisco,CA,94016,$11.99,,,,,,,,,,,,,,,,,,
148405,1/17/2019,8:02,456 Walnut St, Los Angeles,CA,90001,$99.99,,,,,,,,,,,,,,,,,,
148406,1/28/2019,14:00,324 North St, Austin,TX,73301,$23.98,,,,,,,,,,,,,,,,,,
148407,1/20/2019,8:40,923 9th St, Austin,TX,73301,$14.95,,,,,,,,,,,,,,,,,,
148408,1/3/2019,19:24,421 Walnut St, San Francisco,CA,94016,$3.84,,,,,,,,,,,,,,,,,,
148409,1/24/2019,10:51,194 12th St, Austin,TX,73301,$29.90,,,,,,,,,,,,,,,,,,
148410,1/22/2019,19:05,176 Ridge St, Dallas,TX,75001,$2.99,,,,,,,,,,,,,,,,,,
148411,1/12/2019,19:54,263 Washington St, New York City,NY,10001,$11.99,,,,,,,,,,,,,,,,,,
148412,1/14/2019,18:05,739 Hill St, Portland,OR,97035,$700.00,,,,,,,,,,,,,,,,,,
148413,1/22/2019,12:42,965 Hill St, Dallas,TX,75001,$3.84,,,,,,,,,,,,,,,,,,
148414,1/29/2019,6:23,879 Church St, Los Angeles,CA,90001,$3.84,,,,,,,,,,,,,,,,,,
148415,1/9/2019,19:05,816 5th St, Austin,TX,73301,$3.84,,,,,,,,,,,,,,,,,,
148416,1/2/2019,11:43,489 7th St, New York City,NY,10001,$700.00,,,,,,,,,,,,,,,,,,
148417,1/24/2019,17:58,750 Maple St, Austin,TX,73301,$2.99,,,,,,,,,,,,,,,,,,
148418,1/26/2019,13:50,602 14th St, San Francisco,CA,94016,$379.99,,,,,,,,,,,,,,,,,,
148419,1/17/2019,20:05,232 14th St, Dallas,TX,75001,$11.99,,,,,,,,,,,,,,,,,,
148420,1/17/2019,5:30,704 Ridge St, San Francisco,CA,94016,$11.95,,,,,,,,,,,,,,,,,,
148421,1/8/2019,12:28,256 8th St, Portland,ME,4101,$99.99,,,,,,,,,,,,,,,,,,
148422,1/22/2019,16:24,998 Elm St, Austin,TX,73301,$23.98,,,,,,,,,,,,,,,,,,
148423,1/1/2019,14:51,56 Madison St, San Francisco,CA,94016,$11.95,,,,,,,,,,,,,,,,,,
148424,1/9/2019,12:14,273 4th St, San Francisco,CA,94016,$3.84,,,,,,,,,,,,,,,,,,
148425,1/3/2019,10:41,254 Adams St, San Francisco,CA,94016,$11.99,,,,,,,,,,,,,,,,,,
148426,1/12/2019,13:51,347 Walnut St, New York City,NY,10001,$3.84,,,,,,,,,,,,,,,,,,
148427,1/14/2019,16:46,697 North St, New York City,NY,10001,$3.84,,,,,,,,,,,,,,,,,,
148428,1/18/2019,17:35,760 Maple St, Austin,TX,73301,$389.99,,,,,,,,,,,,,,,,,,
148429,1/26/2019,17:42,299 7th St, Dallas,TX,75001,$3.84,,,,,,,,,,,,,,,,,,
148430,1/13/2019,14:55,774 North St, San Francisco,CA,94016,$8.97,,,,,,,,,,,,,,,,,,
148431,1/18/2019,9:01,239 Maple St, Austin,TX,73301,$14.95,,,,,,,,,,,,,,,,,,
148432,1/6/2019,1:45,936 Main St, Los Angeles,CA,90001,$11.99,,,,,,,,,,,,,,,,,,
148433,1/24/2019,12:42,92 Maple St, Atlanta,GA,30301,$11.95,,,,,,,,,,,,,,,,,,
148434,1/14/2019,0:03,846 9th St, Los Angeles,CA,90001,$11.99,,,,,,,,,,,,,,,,,,
148435,1/15/2019,8:45,460 River St, Los Angeles,CA,90001,$11.95,,,,,,,,,,,,,,,,,,
148436,1/14/2019,10:46,472 Forest St, Dallas,TX,75001,$11.95,,,,,,,,,,,,,,,,,,
148437,1/6/2019,19:30,736 9th St, Atlanta,GA,30301,$8.97,,,,,,,,,,,,,,,,,,
148438,1/10/2019,20:10,253 Center St, San Francisco,CA,94016,$379.99,,,,,,,,,,,,,,,,,,
148439,1/23/2019,2:28,843 13th St, Boston,MA,2215,$3.84,,,,,,,,,,,,,,,,,,
148440,1/28/2019,19:27,82 Center St, Dallas,TX,75001,$11.95,,,,,,,,,,,,,,,,,,
148441,1/3/2019,11:13,602 Hill St, Los Angeles,CA,90001,$600.00,,,,,,,,,,,,,,,,,,
148442,1/1/2019,17:45,583 Washington St, Austin,TX,73301,$7.68,,,,,,,,,,,,,,,,,,
148443,1/31/2019,14:42,120 Center St, Boston,MA,2215,$3.84,,,,,,,,,,,,,,,,,,
148444,1/30/2019,13:00,608 Wilson St, Austin,TX,73301,$11.95,,,,,,,,,,,,,,,,,,
148445,1/1/2019,22:46,659 Ridge St, Atlanta,GA,30301,$11.99,,,,,,,,,,,,,,,,,,
148446,1/28/2019,18:16,693 5th St, San Francisco,CA,94016,$11.95,,,,,,,,,,,,,,,,,,
148447,1/1/2019,19:16,797 4th St, New York City,NY,10001,$2.99,,,,,,,,,,,,,,,,,,
148448,1/11/2019,23:54,878 South St, Atlanta,GA,30301,$999.99,,,,,,,,,,,,,,,,,,
148449,1/14/2019,12:02,945 Spruce St, New York City,NY,10001,$14.95,,,,,,,,,,,,,,,,,,
148450,1/1/2019,12:02,761 Lakeview St, Dallas,TX,75001,$714.95,,,,,,,,,,,,,,,,,,
148451,1/28/2019,10:24,780 9th St, New York City,NY,10001,$300.00,,,,,,,,,,,,,,,,,,
148452,1/28/2019,7:27,892 8th St, Seattle,WA,98101,$99.99,,,,,,,,,,,,,,,,,,
148453,1/20/2019,21:39,15 Ridge St, New York City,NY,10001,$14.95,,,,,,,,,,,,,,,,,,
148454,1/21/2019,15:40,450 Jefferson St, Los Angeles,CA,90001,$379.99,,,,,,,,,,,,,,,,,,
148455,1/17/2019,21:50,292 Lake St, Los Angeles,CA,90001,$3.84,,,,,,,,,,,,,,,,,,
148456,1/19/2019,1:01,784 Cherry St, Los Angeles,CA,90001,$5.98,,,,,,,,,,,,,,,,,,
148457,1/11/2019,12:40,277 4th St, Los Angeles,CA,90001,$300.00,,,,,,,,,,,,,,,,,,
148458,1/14/2019,13:35,242 Forest St, Los Angeles,CA,90001,$999.99,,,,,,,,,,,,,,,,,,
148459,1/27/2019,17:51,644 North St, New York City,NY,10001,$23.90,,,,,,,,,,,,,,,,,,
148460,1/4/2019,15:17,865 Jackson St, San Francisco,CA,94016,$11.95,,,,,,,,,,,,,,,,,,
148461,1/14/2019,13:28,841 Maple St, Portland,OR,97035,$150.00,,,,,,,,,,,,,,,,,,
148462,1/16/2019,22:03,154 Washington St, Dallas,TX,75001,$3.84,,,,,,,,,,,,,,,,,,
148463,1/27/2019,21:50,663 North St, Dallas,TX,75001,$3.84,,,,,,,,,,,,,,,,,,
148464,1/16/2019,20:51,609 Hickory St, Portland,OR,97035,$999.99,,,,,,,,,,,,,,,,,,
148465,1/28/2019,20:21,162 6th St, New York City,NY,10001,$11.95,,,,,,,,,,,,,,,,,,
148466,1/21/2019,12:58,763 Main St, Los Angeles,CA,90001,$150.00,,,,,,,,,,,,,,,,,,
148467,1/4/2019,13:14,593 Spruce St, Los Angeles,CA,90001,$150.00,,,,,,,,,,,,,,,,,,
148468,1/5/2019,0:07,879 12th St, Boston,MA,2215,$149.99,,,,,,,,,,,,,,,,,,
148469,1/7/2019,18:45,876 9th St, New York City,NY,10001,$14.95,,,,,,,,,,,,,,,,,,
148470,1/8/2019,23:59,848 South St, San Francisco,CA,94016,$11.95,,,,,,,,,,,,,,,,,,
148471,1/20/2019,23:00,797 Washington St, Boston,MA,2215,$3.84,,,,,,,,,,,,,,,,,,
